Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Omar Narvaez (22904051),Omar Narvaez,22904051,C,3300,MIL@CHC 06/01/2022 08:05PM ET,MIL,6.03
C,Sam Huff (22904048),Sam Huff,22904048,C,3300,TB@TEX 06/01/2022 08:05PM ET,TEX,4.92
C,Zack Collins (22904055),Zack Collins,22904055,C,3200,CWS@TOR 06/01/2022 07:07PM ET,TOR,5.25
C,Nick Ciuffo (22904254),Nick Ciuffo,22904254,C,3200,CWS@TOR 06/01/2022 07:07PM ET,CWS,0
C,Kyle Higashioka (22904057),Kyle Higashioka,22904057,C,3200,LAA@NYY 06/01/2022 07:05PM ET,NYY,2.79
C,Kurt Suzuki (22904060),Kurt Suzuki,22904060,C,3100,LAA@NYY 06/01/2022 07:05PM ET,LAA,4.53
C,Victor Caratini (22904074),Victor Caratini,22904074,C,3000,MIL@CHC 06/01/2022 08:05PM ET,MIL,5.9
C,Tom Murphy (22904076),Tom Murphy,22904076,C,3000,SEA@BAL 06/01/2022 07:05PM ET,SEA,5.5
C,Jose Trevino (22904075),Jose Trevino,22904075,C,3000,LAA@NYY 06/01/2022 07:05PM ET,NYY,4.71
C,P.J. Higgins (22904086),P.J. Higgins,22904086,C,2900,MIL@CHC 06/01/2022 08:05PM ET,CHC,8.86
C,Yermin Mercedes (22904085),Yermin Mercedes,22904085,C,2900,CWS@TOR 06/01/2022 07:07PM ET,CWS,0
C,Cal Raleigh (22904099),Cal Raleigh,22904099,C,2800,SEA@BAL 06/01/2022 07:05PM ET,SEA,4.29
C,Aramis Garcia (22904100),Aramis Garcia,22904100,C,2800,CIN@BOS 06/01/2022 07:10PM ET,CIN,2.5
C,Ryan Jeffers (22904095),Ryan Jeffers,22904095,C,2800,MIN@DET 06/01/2022 07:10PM ET,MIN,5.03
C,Andrew Knapp (22904108),Andrew Knapp,22904108,C,2700,SEA@BAL 06/01/2022 07:05PM ET,SEA,2.73
C,Mark Kolozsvary (22904112),Mark Kolozsvary,22904112,C,2700,CIN@BOS 06/01/2022 07:10PM ET,CIN,1.17
C,Michael Perez (22904109),Michael Perez,22904109,C,2700,PIT@LAD 06/01/2022 08:10PM ET,PIT,3.73
C,Reese McGuire (22904118),Reese McGuire,22904118,C,2600,CWS@TOR 06/01/2022 07:07PM ET,CWS,3.48
C,Connor Wong (22904125),Connor Wong,22904125,C,2600,CIN@BOS 06/01/2022 07:10PM ET,BOS,2.5
C,Jake Rogers (22904117),Jake Rogers,22904117,C,2600,MIN@DET 06/01/2022 07:10PM ET,DET,0
C,Roberto Perez (22904122),Roberto Perez,22904122,C,2600,PIT@LAD 06/01/2022 08:10PM ET,PIT,5.24
C,John Hicks (22904267),John Hicks,22904267,C,2500,MIL@CHC 06/01/2022 08:05PM ET,CHC,0
C,Luis Torrens (22904131),Luis Torrens,22904131,C,2500,SEA@BAL 06/01/2022 07:05PM ET,SEA,3.22
C,Kevin Plawecki (22904133),Kevin Plawecki,22904133,C,2500,CIN@BOS 06/01/2022 07:10PM ET,BOS,3
C,Yohel Pozo (22904266),Yohel Pozo,22904266,C,2500,TB@TEX 06/01/2022 08:05PM ET,TEX,0
C,Rob Brantly (22904149),Rob Brantly,22904149,C,2400,LAA@NYY 06/01/2022 07:05PM ET,NYY,5
C,Robinson Chirinos (22904165),Robinson Chirinos,22904165,C,2300,SEA@BAL 06/01/2022 07:05PM ET,BAL,3.71
C,Alex Jackson (22904167),Alex Jackson,22904167,C,2200,MIL@CHC 06/01/2022 08:05PM ET,MIL,2
C,Anthony Bemboom (22904187),Anthony Bemboom,22904187,C,2200,SEA@BAL 06/01/2022 07:05PM ET,BAL,2.43
C,Ben Rortvedt (22904168),Ben Rortvedt,22904168,C,2200,LAA@NYY 06/01/2022 07:05PM ET,NYY,0
C,Chad Wallach (22904169),Chad Wallach,22904169,C,2200,LAA@NYY 06/01/2022 07:05PM ET,LAA,4.4
C,Rene Pinto (22904189),Rene Pinto,22904189,C,2100,TB@TEX 06/01/2022 08:05PM ET,TB,4.4
C,Tucker Barnhart (22904188),Tucker Barnhart,22904188,C,2100,MIN@DET 06/01/2022 07:10PM ET,DET,3.06
C,Pedro Severino (22904210),Pedro Severino,22904210,C,2000,MIL@CHC 06/01/2022 08:05PM ET,MIL,0
C,Tyler Payne (22904301),Tyler Payne,22904301,C,2000,MIL@CHC 06/01/2022 08:05PM ET,CHC,0
C,Brett Sullivan (22904331),Brett Sullivan,22904331,C,2000,MIL@CHC 06/01/2022 08:05PM ET,MIL,0
C,Jakson Reetz (22904348),Jakson Reetz,22904348,C,2000,MIL@CHC 06/01/2022 08:05PM ET,MIL,0
C,Mario Feliciano (22904483),Mario Feliciano,22904483,C,2000,MIL@CHC 06/01/2022 08:05PM ET,MIL,0
C,Jeferson Quero (22904541),Jeferson Quero,22904541,C,2000,MIL@CHC 06/01/2022 08:05PM ET,MIL,0
C,Erick Castillo (22904570),Erick Castillo,22904570,C,2000,MIL@CHC 06/01/2022 08:05PM ET,CHC,0
C,Beau Taylor (22904315),Beau Taylor,22904315,C,2000,SEA@BAL 06/01/2022 07:05PM ET,BAL,0
C,Harry Ford (22904500),Harry Ford,22904500,C,2000,SEA@BAL 06/01/2022 07:05PM ET,SEA,0
C,Seby Zavala (22904240),Seby Zavala,22904240,C,2000,CWS@TOR 06/01/2022 07:07PM ET,CWS,0
C,Victor Mesia (22904497),Victor Mesia,22904497,C,2000,CWS@TOR 06/01/2022 07:07PM ET,TOR,0
C,Ronaldo Hernandez (22904219),Ronaldo Hernandez,22904219,C,2000,CIN@BOS 06/01/2022 07:10PM ET,BOS,0
C,Mat Nelson (22904384),Mat Nelson,22904384,C,2000,CIN@BOS 06/01/2022 07:10PM ET,CIN,0
C,Daniel Vellojin (22904429),Daniel Vellojin,22904429,C,2000,CIN@BOS 06/01/2022 07:10PM ET,CIN,0
C,Nathan Hickey (22904528),Nathan Hickey,22904528,C,2000,CIN@BOS 06/01/2022 07:10PM ET,BOS,0
C,Jack Kruger (22904378),Jack Kruger,22904378,C,2000,TB@TEX 06/01/2022 08:05PM ET,TEX,0
C,Joe Hudson (22904461),Joe Hudson,22904461,C,2000,TB@TEX 06/01/2022 08:05PM ET,TB,0
C,Meibrys Viloria (22904524),Meibrys Viloria,22904524,C,2000,TB@TEX 06/01/2022 08:05PM ET,TEX,0
C,Austin Romine (22904205),Austin Romine,22904205,C,2000,LAA@NYY 06/01/2022 07:05PM ET,LAA,2
C,Austin Wells (22904311),Austin Wells,22904311,C,2000,LAA@NYY 06/01/2022 07:05PM ET,NYY,0
C,Edgar Quero (22904329),Edgar Quero,22904329,C,2000,LAA@NYY 06/01/2022 07:05PM ET,LAA,0
C,Rodolfo Duran (22904350),Rodolfo Duran,22904350,C,2000,LAA@NYY 06/01/2022 07:05PM ET,NYY,0
C,Josh Breaux (22904386),Josh Breaux,22904386,C,2000,LAA@NYY 06/01/2022 07:05PM ET,NYY,0
C,Max McDowell (22904428),Max McDowell,22904428,C,2000,LAA@NYY 06/01/2022 07:05PM ET,NYY,0
C,Dustin Garneau (22904226),Dustin Garneau,22904226,C,2000,MIN@DET 06/01/2022 07:10PM ET,DET,2.12
C,Jose Godoy (22904250),Jose Godoy,22904250,C,2000,MIN@DET 06/01/2022 07:10PM ET,MIN,4
C,Tomas Telis (22904297),Tomas Telis,22904297,C,2000,MIN@DET 06/01/2022 07:10PM ET,MIN,0
C,Dillon Dingler (22904346),Dillon Dingler,22904346,C,2000,MIN@DET 06/01/2022 07:10PM ET,DET,0
C,Caleb Hamilton (22904367),Caleb Hamilton,22904367,C,2000,MIN@DET 06/01/2022 07:10PM ET,MIN,0
C,Chris Rabago (22904394),Chris Rabago,22904394,C,2000,MIN@DET 06/01/2022 07:10PM ET,DET,0
C,Ryan Lavarnway (22904549),Ryan Lavarnway,22904549,C,2000,MIN@DET 06/01/2022 07:10PM ET,DET,0
C,Tyler Heineman (22904207),Tyler Heineman,22904207,C,2000,PIT@LAD 06/01/2022 08:10PM ET,PIT,2.44
C,Jamie Ritchie (22904321),Jamie Ritchie,22904321,C,2000,PIT@LAD 06/01/2022 08:10PM ET,PIT,0
C,Carson Taylor (22904345),Carson Taylor,22904345,C,2000,PIT@LAD 06/01/2022 08:10PM ET,LAD,0
C,Endy Rodriguez (22904375),Endy Rodriguez,22904375,C,2000,PIT@LAD 06/01/2022 08:10PM ET,PIT,0
C,Diego Cartaya (22904405),Diego Cartaya,22904405,C,2000,PIT@LAD 06/01/2022 08:10PM ET,LAD,0
C,Jesus Galiz (22904444),Jesus Galiz,22904444,C,2000,PIT@LAD 06/01/2022 08:10PM ET,LAD,0
C,Henry Davis (22904513),Henry Davis,22904513,C,2000,PIT@LAD 06/01/2022 08:10PM ET,PIT,0
C/OF,Eric Haase (22904032),Eric Haase,22904032,C/OF,3400,MIN@DET 06/01/2022 07:10PM ET,DET,3.11
C/OF,Heriberto Hernandez (22904485),Heriberto Hernandez,22904485,C/OF,2000,TB@TEX 06/01/2022 08:05PM ET,TB,0
OF,Mike Trout (22903908),Mike Trout,22903908,OF,5800,LAA@NYY 06/01/2022 07:05PM ET,LAA,10.07
OF,Max Kepler (22903912),Max Kepler,22903912,OF,5600,MIN@DET 06/01/2022 07:10PM ET,MIN,7.42
OF,J.D. Martinez (22903911),J.D. Martinez,22903911,OF,5500,CIN@BOS 06/01/2022 07:10PM ET,BOS,9.44
OF,Byron Buxton (22903916),Byron Buxton,22903916,OF,5400,MIN@DET 06/01/2022 07:10PM ET,MIN,8.63
OF,Aaron Judge (22903920),Aaron Judge,22903920,OF,5300,LAA@NYY 06/01/2022 07:05PM ET,NYY,11
OF,Giancarlo Stanton (22903923),Giancarlo Stanton,22903923,OF,5200,LAA@NYY 06/01/2022 07:05PM ET,NYY,8.5
OF,Chris Taylor (22903927),Chris Taylor,22903927,OF,5100,PIT@LAD 06/01/2022 08:10PM ET,LAD,7.28
OF,Randy Arozarena (22903929),Randy Arozarena,22903929,OF,5000,TB@TEX 06/01/2022 08:05PM ET,TB,7.06
OF,Taylor Ward (22903931),Taylor Ward,22903931,OF,5000,LAA@NYY 06/01/2022 07:05PM ET,LAA,11
OF,Christian Yelich (22903934),Christian Yelich,22903934,OF,4900,MIL@CHC 06/01/2022 08:05PM ET,MIL,7.78
OF,Tyler Naquin (22903935),Tyler Naquin,22903935,OF,4800,CIN@BOS 06/01/2022 07:10PM ET,CIN,7.54
OF,Seiya Suzuki (22903948),Seiya Suzuki,22903948,OF,4700,MIL@CHC 06/01/2022 08:05PM ET,CHC,7.45
OF,George Springer (22903941),George Springer,22903941,OF,4700,CWS@TOR 06/01/2022 07:07PM ET,TOR,8.54
OF,Cody Bellinger (22903947),Cody Bellinger,22903947,OF,4700,PIT@LAD 06/01/2022 08:10PM ET,LAD,7.11
OF,Cedric Mullins (22903953),Cedric Mullins,22903953,OF,4600,SEA@BAL 06/01/2022 07:05PM ET,BAL,7.55
OF,Luis Robert (22903946),Luis Robert,22903946,OF,4600,CWS@TOR 06/01/2022 07:07PM ET,CWS,8.64
OF,Tommy Pham (22903954),Tommy Pham,22903954,OF,4600,CIN@BOS 06/01/2022 07:10PM ET,CIN,7.17
OF,Julio Rodriguez (22903958),Julio Rodriguez,22903958,OF,4500,SEA@BAL 06/01/2022 07:05PM ET,SEA,8.21
OF,Manuel Margot (22903968),Manuel Margot,22903968,OF,4300,TB@TEX 06/01/2022 08:05PM ET,TB,7.82
OF,Ian Happ (22903979),Ian Happ,22903979,OF,4200,MIL@CHC 06/01/2022 08:05PM ET,CHC,7.41
OF,Kike Hernandez (22903984),Kike Hernandez,22903984,OF,4100,CIN@BOS 06/01/2022 07:10PM ET,BOS,6.72
OF,Hunter Renfroe (22903991),Hunter Renfroe,22903991,OF,4000,MIL@CHC 06/01/2022 08:05PM ET,MIL,7.46
OF,Mitch Haniger (22903986),Mitch Haniger,22903986,OF,4000,SEA@BAL 06/01/2022 07:05PM ET,SEA,7.33
OF,Teoscar Hernandez (22903985),Teoscar Hernandez,22903985,OF,4000,CWS@TOR 06/01/2022 07:07PM ET,TOR,5.28
OF,Adolis Garcia (22903990),Adolis Garcia,22903990,OF,4000,TB@TEX 06/01/2022 08:05PM ET,TEX,8.09
OF,Jesse Winker (22903998),Jesse Winker,22903998,OF,3800,SEA@BAL 06/01/2022 07:05PM ET,SEA,5.35
OF,Austin Hays (22903999),Austin Hays,22903999,OF,3800,SEA@BAL 06/01/2022 07:05PM ET,BAL,7.5
OF,Kevin Kiermaier (22904000),Kevin Kiermaier,22904000,OF,3800,TB@TEX 06/01/2022 08:05PM ET,TB,5.9
OF,Bryan Reynolds (22903996),Bryan Reynolds,22903996,OF,3800,PIT@LAD 06/01/2022 08:10PM ET,PIT,6.4
OF,Andrew Vaughn (22904013),Andrew Vaughn,22904013,OF,3700,CWS@TOR 06/01/2022 07:07PM ET,CWS,7.61
OF,Alex Verdugo (22904009),Alex Verdugo,22904009,OF,3700,CIN@BOS 06/01/2022 07:10PM ET,BOS,5.67
OF,Austin Meadows (22904007),Austin Meadows,22904007,OF,3700,MIN@DET 06/01/2022 07:10PM ET,DET,6.04
OF,Andrew McCutchen (22904020),Andrew McCutchen,22904020,OF,3600,MIL@CHC 06/01/2022 08:05PM ET,MIL,6.18
OF,Eloy Jimenez (22904026),Eloy Jimenez,22904026,OF,3500,CWS@TOR 06/01/2022 07:07PM ET,CWS,5
OF,Brett Phillips (22904031),Brett Phillips,22904031,OF,3500,TB@TEX 06/01/2022 08:05PM ET,TB,5.42
OF,Tyrone Taylor (22904040),Tyrone Taylor,22904040,OF,3400,MIL@CHC 06/01/2022 08:05PM ET,MIL,7.03
OF,Anthony Santander (22904038),Anthony Santander,22904038,OF,3400,SEA@BAL 06/01/2022 07:05PM ET,BAL,7.16
OF,AJ Pollock (22904035),AJ Pollock,22904035,OF,3400,CWS@TOR 06/01/2022 07:07PM ET,CWS,5.03
OF,Kole Calhoun (22904036),Kole Calhoun,22904036,OF,3400,TB@TEX 06/01/2022 08:05PM ET,TEX,6.3
OF,Brandon Marsh (22904043),Brandon Marsh,22904043,OF,3300,LAA@NYY 06/01/2022 07:05PM ET,LAA,6.67
OF,Joey Gallo (22904044),Joey Gallo,22904044,OF,3300,LAA@NYY 06/01/2022 07:05PM ET,NYY,4.42
OF,Robbie Grossman (22904052),Robbie Grossman,22904052,OF,3200,MIN@DET 06/01/2022 07:10PM ET,DET,4.76
OF,Kyle Lewis (22904063),Kyle Lewis,22904063,OF,3100,SEA@BAL 06/01/2022 07:05PM ET,SEA,10
OF,Lourdes Gurriel Jr. (22904073),Lourdes Gurriel Jr.,22904073,OF,3100,CWS@TOR 06/01/2022 07:07PM ET,TOR,5.7
OF,Josh Lowe (22904061),Josh Lowe,22904061,OF,3100,TB@TEX 06/01/2022 08:05PM ET,TB,4.94
OF,Aaron Hicks (22904062),Aaron Hicks,22904062,OF,3100,LAA@NYY 06/01/2022 07:05PM ET,NYY,4.73
OF,Ben Gamel (22904059),Ben Gamel,22904059,OF,3100,PIT@LAD 06/01/2022 08:10PM ET,PIT,6.16
OF,TJ Friedl (22904081),TJ Friedl,22904081,OF,3000,CIN@BOS 06/01/2022 07:10PM ET,CIN,5.35
OF,Luke Raley (22904256),Luke Raley,22904256,OF,3000,TB@TEX 06/01/2022 08:05PM ET,TB,0
OF,Abraham Almonte (22904257),Abraham Almonte,22904257,OF,2900,MIL@CHC 06/01/2022 08:05PM ET,MIL,0
OF,Jake Fraley (22904090),Jake Fraley,22904090,OF,2900,CIN@BOS 06/01/2022 07:10PM ET,CIN,3.8
OF,Justin Upton (22904258),Justin Upton,22904258,OF,2900,LAA@NYY 06/01/2022 07:05PM ET,LAA,0
OF,Christian Arroyo (22904098),Christian Arroyo,22904098,OF,2800,CIN@BOS 06/01/2022 07:10PM ET,BOS,4.11
OF,Harold Ramirez (22904097),Harold Ramirez,22904097,OF,2800,TB@TEX 06/01/2022 08:05PM ET,TB,4.92
OF,Estevan Florial (22904104),Estevan Florial,22904104,OF,2800,LAA@NYY 06/01/2022 07:05PM ET,NYY,1.75
OF,Willi Castro (22904105),Willi Castro,22904105,OF,2700,MIN@DET 06/01/2022 07:10PM ET,DET,4.53
OF,Rafael Ortega (22904119),Rafael Ortega,22904119,OF,2600,MIL@CHC 06/01/2022 08:05PM ET,CHC,4.98
OF,Shogo Akiyama (22904260),Shogo Akiyama,22904260,OF,2600,CIN@BOS 06/01/2022 07:10PM ET,CIN,0
OF,Trevor Larnach (22904116),Trevor Larnach,22904116,OF,2600,MIN@DET 06/01/2022 07:10PM ET,MIN,6.94
OF,Clint Frazier (22904132),Clint Frazier,22904132,OF,2500,MIL@CHC 06/01/2022 08:05PM ET,CHC,3.5
OF,David Dahl (22904268),David Dahl,22904268,OF,2500,MIL@CHC 06/01/2022 08:05PM ET,MIL,0
OF,Nick Senzel (22904140),Nick Senzel,22904140,OF,2500,CIN@BOS 06/01/2022 07:10PM ET,CIN,3.96
OF,Miguel Andujar (22904137),Miguel Andujar,22904137,OF,2500,LAA@NYY 06/01/2022 07:05PM ET,NYY,5.22
OF,Kevin Pillar (22904141),Kevin Pillar,22904141,OF,2500,PIT@LAD 06/01/2022 08:10PM ET,LAD,0
OF,Jason Martin (22904271),Jason Martin,22904271,OF,2500,PIT@LAD 06/01/2022 08:10PM ET,LAD,0
OF,Billy Hamilton (22904274),Billy Hamilton,22904274,OF,2400,SEA@BAL 06/01/2022 07:05PM ET,SEA,0
OF,Albert Almora Jr. (22904148),Albert Almora Jr.,22904148,OF,2400,CIN@BOS 06/01/2022 07:10PM ET,CIN,6.87
OF,Nick Solak (22904152),Nick Solak,22904152,OF,2400,TB@TEX 06/01/2022 08:05PM ET,TEX,4.5
OF,Ender Inciarte (22904272),Ender Inciarte,22904272,OF,2400,LAA@NYY 06/01/2022 07:05PM ET,NYY,0
OF,Ryan LaMarre (22904273),Ryan LaMarre,22904273,OF,2400,LAA@NYY 06/01/2022 07:05PM ET,NYY,0
OF,Victor Reyes (22904145),Victor Reyes,22904145,OF,2400,MIN@DET 06/01/2022 07:10PM ET,DET,4
OF,Lorenzo Cain (22904158),Lorenzo Cain,22904158,OF,2300,MIL@CHC 06/01/2022 08:05PM ET,MIL,4.43
OF,Raimel Tapia (22904156),Raimel Tapia,22904156,OF,2300,CWS@TOR 06/01/2022 07:07PM ET,TOR,4.74
OF,Jackie Bradley Jr. (22904157),Jackie Bradley Jr.,22904157,OF,2300,CIN@BOS 06/01/2022 07:10PM ET,BOS,4.47
OF,Jarren Duran (22904161),Jarren Duran,22904161,OF,2300,CIN@BOS 06/01/2022 07:10PM ET,BOS,12
OF,Eli White (22904163),Eli White,22904163,OF,2300,TB@TEX 06/01/2022 08:05PM ET,TEX,4.71
